MoistureContent_mm,Temperature_C,Humidity,Precipitation_mm
4.058131129049944,13.90794327517443,30.7387576894912,2.53255942098886
9.531785910894204,41.15314049060473,82.64105868595664,8.377622526114662
7.453942447208348,13.16143861909628,58.99580418580557,8.30914395495661
6.187255599871848,18.400363744368192,34.98876588786254,6.451545810025099
1.982177084203147,9.149245927983308,16.613180400325554,3.2959592607749544
1.981947943193925,6.561234837862681,26.34422496430502,1.9664763024671852
1.0517943155978948,2.5897426842149827,8.122190466243307,0.1838188930695629
8.728673384861883,19.689938337356526,77.58053829478592,8.51508014265684
6.210592611560483,19.79571154938227,39.22944603574334,4.677908640636749
7.226689489062432,17.896248582107667,57.55090797980093,6.098098815965397
0.6955526958101232,-8.862950437462398,-0.6806829844047879,1.6679966937281334
9.714143595538946,35.11539188918549,85.18295716535867,10.586931010008556
8.408205087604006,30.01654436202223,67.58055632345202,8.771209372410084
2.517221551443624,7.809969538586269,27.038509174915117,0.796144030483154
2.227337188467456,7.82738500643088,28.695801769318308,1.8689336129545675
2.2423428436076214,12.098618594400673,24.854928500074852,1.0173429549475708
3.3903013081156086,11.29260220823724,29.85359480786131,4.566834561903374
5.48518610050626,20.97564607532535,33.899366218936024,4.901463966943659
4.603477677100099,12.32302202693105,36.79996031013178,3.5177299663185497
3.2666768318813983,16.35994918851393,20.80251063489285,3.2964729970028226
6.312602499862605,20.54173612925123,47.06018043185857,5.672448043027993
1.8251916761943972,6.445834746612562,10.85619190205267,3.3089355863981043
3.275374161084573,3.475817039693558,16.403737540854138,2.5405632635503816
3.980437511290071,13.376091805378758,12.270114198980668,2.58120925206544
4.832664850061842,10.338219962713268,31.979888317217064,2.679751334304326
7.959171633233629,20.68610126705842,65.60716758511063,7.928385130820215
2.396900930504417,3.1138246499326474,5.693436989760439,1.834970816646491
5.385227164929311,10.824506835291809,43.238639684150726,3.956322558417584
6.127938404189403,29.007672227653018,68.02619147662487,7.317164865445188
0.9412789208399784,9.480532072461951,17.760796919242217,1.60852406826922
6.271676093063665,28.4168657899123,66.60882383571462,6.243458214126435
2.1199791750292696,0.245462427309989,20.871112169561417,3.484305419200136
1.1179901333601554,3.710239149634929,20.619019296745705,1.7805261667587684
9.514412603906663,22.07569968569952,68.87565352657545,8.691556702388233
9.673504314208314,25.54203855663962,70.94463184344667,8.634284150217548
8.17977480710638,19.948689504236267,38.04679639547631,8.997756351560241
3.3938308071470216,16.37941245364887,39.012101197599165,3.7901977636143727
1.4278850830606469,2.302506858673141,26.826320462684038,1.5976328510313085
7.00021375186549,26.34253792406655,50.469937561451225,6.153715948996583
4.681448690526213,17.064950519521226,34.912072460237354,5.289396257531966
1.6593632310253987,16.496283453600142,5.736284711293576,0.9038643478914496
5.2041806460570665,8.215320822472579,45.45998068323145,5.1021939914633885
0.8266909505945748,8.776239050717718,17.862853057789007,2.273635096981555
9.13854381974843,33.147835811248925,55.68063081917703,8.477709583938283
2.9584098252001607,4.00833528546531,27.76166390802381,1.3854205681272995
6.793961701362829,25.417551786454283,51.58497589371117,5.741414509492718
3.461255222849404,12.064490483679355,28.823985702462128,4.455554049537027
5.440646201189203,15.18455730380057,48.11510962625653,5.695377338569413
5.693747653761156,12.96156552642347,43.66795684236104,5.564870275072403
2.2561173274925066,3.17280472523159,17.013070085882248,1.7470235221809371
9.711053963763309,39.38222237021955,75.54968003456007,10.196413871316498
7.863761821930588,23.594699560579176,72.61325659332752,7.014656970940364
9.425239944859795,32.18636984223669,79.58951916015334,9.730905513502393
9.000859829062664,23.048082578850227,74.21271400987492,8.269605260249707
6.1800497987053085,14.640884665007732,36.73088117871964,5.282390413430255
9.25780523271961,33.18333974440854,70.27664442962534,8.620317797894598
1.3406787694932352,-2.725844749277956,19.712121759337624,0.9652713230092732
2.3618371929818798,5.009442739419281,19.271663275094262,2.313007357048176
0.9296592446501116,2.959114789311495,14.032588653092276,1.165115039761226
3.590638142251011,11.328777435953295,46.39022314128442,-0.0977271491774329
4.192434252050079,11.681836331069457,43.9255347084888,3.384783694303314
3.077815801852011,11.212546311035648,25.554109791813516,2.686245824495972
8.373006336943329,28.583297789919044,61.87415899358936,9.878068375551658
3.889156603589098,15.340657538063944,5.577756868153802,2.809153995206966
3.1688778420301174,4.577614482751219,23.667173511512413,3.3316744601300297
5.65561279000336,15.546062880366094,41.98477736185839,7.150643099739198
1.8387801372602453,11.490154721165425,18.61390304203572,0.5258116073129724
8.120871317163378,28.83584988935949,63.42791826756015,8.51484654302778
1.2082311149578229,-3.239603912531851,6.46199832529464,0.4059592810233025
9.875425897704917,31.38367719487575,61.20941787656712,9.37079215541568
7.836325308318245,13.617849678080685,53.2909241750453,7.0332144743649305
2.387798974574638,7.398071434025762,23.86890220460268,1.655941666158752
0.5524601126742228,11.146215421752554,21.578757212720728,3.274372260580716
8.246883570320925,20.001187124617843,64.99981472511116,9.091339442392592
7.215144766552362,17.473819072199177,60.99926886816013,8.316882628338572
7.425568096389379,26.096853197032434,68.92932634064309,7.917561583225876
7.827068293516485,15.767197304501224,54.50760698612938,6.220811505114527
1.2034241914738584,0.4464974249963802,13.29553396464529,1.5983821617971654
3.90542442117059,14.698478951420531,23.83849430604313,4.9783540356779366
1.6007560654887325,1.630838958019181,21.454292908819973,0.7473565914496209
8.699482545818139,24.91859770139956,71.10989084606244,9.664809212979266
6.4213322048618,22.984925166160576,54.3551757787088,7.125668414715879
3.6435312361001673,13.038324125983308,21.322263914615448,5.495571280913837
1.1038043277172245,4.645504964628684,15.900758217845643,0.6860213152036057
3.454332056298791,8.66738477254618,48.48178566270049,2.3567210740230644
3.5892415592540967,12.618030254107069,18.634815519750717,3.227613449881551
7.431258694211609,21.67511268213605,56.05247947721763,8.866829687375231
6.556795977874525,21.959415983252494,54.77044256467712,4.728390097032562
8.928521054475102,24.30090303783541,79.29223055575898,6.860145339044069
4.986041789038518,14.045280495217847,34.292871459413455,5.075437067970132
1.636145336413866,-0.041352953518472,-15.241140210116471,1.19355604363971
7.275825478618453,21.65243838582418,71.79849877058787,7.283553371794137
7.727457961860526,19.127369567437352,69.42472489072563,8.672769733096391
5.832133376910214,11.926167879920676,29.227591710415066,5.279564030791361
7.824188209568329,24.76587036798193,56.51781775875108,5.951182378637709
5.191058165461712,16.63687337567344,57.21028961896696,7.235539722661656
5.465961879128944,20.312254312129696,58.20565921761021,4.468733591690167
4.561639674406221,11.529291175343168,45.87951762203922,3.502602552394124
0.7414817040689043,4.264709346390491,4.1707292929526085,1.8452017177915008
1.5249685564363924,7.328893530677494,13.02962263961624,1.1404794353948744
0.7985772640239754,4.6196008312299,5.079360060930538,0.7351874119891647
6.545898907005914,15.509428307007031,63.64958908873569,7.028689031066232
3.486381820225104,11.205962872031256,19.13263049684973,4.5699649233351
5.331421566064677,17.814966178467337,34.593375979675365,4.997960872882905
9.121881502297883,27.40153684143336,83.07779788674323,10.641833508212184
2.868276176914312,-1.827559761112488,22.50259486019888,0.7324763281795064
4.398637768838483,13.998361426382846,48.97377570524594,5.15842500579156
7.677735816158963,34.0958626454631,54.70676445946624,6.8382082581413055
2.6735825721704134,6.220551372726327,20.840876973975057,4.045853888778405
1.2313091433735337,0.0535419408439947,0.6263432985487345,1.3733536222040788
3.252638802680796,11.62465920659938,26.09473723568204,2.5797334706713944
2.0316022289130418,7.656697739071983,1.4673484613163446,2.694443321934674
9.332127697254444,33.960058918845405,69.78068736848593,10.225316044461696
8.17714360586196,18.242090038041443,51.05461019761451,8.819037728720598
6.517335686849023,23.20890832342203,59.07791782670476,5.487639447215963
8.778875606783318,29.288737126607277,77.39689825186306,8.294858483161233
8.134884730541588,23.693921506922035,47.77645053948925,8.130811893420153
2.2724155594173405,8.510683267860472,31.51818193034445,2.23115590676728
8.97931048565479,32.085218864956154,96.80863514943684,9.729055961093136
5.623751298198682,21.232830794738295,45.45007425295287,3.608850065692074
8.170681474058593,18.796947861807137,58.9543091902223,8.505008528612096
9.012867349273186,31.13939298159698,100.34624470421596,8.722885994836547
3.521033012232707,10.239656011535528,14.978579114836547,2.682532395848755
1.545493283012929,5.000850339116364,12.565010932794417,0.8030065052433295
2.665384044148446,8.362137087453812,23.11929507950681,2.4508463796304825
4.557523991949435,12.921357031857006,49.91166814011963,0.9564388874899176
8.271140276263685,30.771958314326376,69.76651196137736,7.569850705472135
8.676940540935263,25.61223182355973,64.42918536959759,7.801125716288969
